"","SampleID","Study","Blank","Duplicates","Group","Site","Date","Lake","Depth","Fraction"
"409","Z14.064.F","Inland","no","Z14.064.F","Inland",NA,NA,NA,NA,"Free"
"410","Z14.064.P","Inland","no","Z14.064.P","Inland",NA,NA,NA,NA,"Particle"
"411","Z14.C1","Inland","yes","Z14.C1","Inland",NA,NA,NA,NA,NA
"412","Z14.C2","Inland","yes","Z14.C2","Inland",NA,NA,NA,NA,NA
"413","Z14.C3","Inland","yes","Z14.C3","Inland",NA,NA,NA,NA,NA
"414","Z14.C4","Inland","yes","Z14.C4","Inland",NA,NA,NA,NA,NA
"415","Z15.065.F","Inland","no","Z15.065.F","Inland",NA,NA,NA,NA,"Free"
"416","Z15.065.P","Inland","no","Z15.065.P","Inland",NA,NA,NA,NA,"Particle"
"417","Z15.066.F","Inland","no","Z15.066.F","Inland",NA,NA,NA,NA,"Free"
"418","Z15.066.P","Inland","no","Z15.066.P","Inland",NA,NA,NA,NA,"Particle"
"419","Z15.067.F","Inland","no","Z15.067.F","Inland",NA,NA,NA,NA,"Free"
"420","Z15.067.P","Inland","no","Z15.067.P","Inland",NA,NA,NA,NA,"Particle"
"421","Z15.068.F","Inland","no","Z15.068.F","Inland",NA,NA,NA,NA,"Free"
"422","Z15.068.P","Inland","no","Z15.068.P","Inland",NA,NA,NA,NA,"Particle"
"423","Z15.069.F","Inland","no","Z15.069.F","Inland",NA,NA,NA,NA,"Free"
"424","Z15.069.P","Inland","no","Z15.069.P","Inland",NA,NA,NA,NA,"Particle"
"425","Z15.070.F","Inland","no","Z15.070.F","Inland",NA,NA,NA,NA,"Free"
"426","Z15.070.P","Inland","no","Z15.070.P","Inland",NA,NA,NA,NA,"Particle"
"427","Z15.071.F","Inland","no","Z15.071.F","Inland",NA,NA,NA,NA,"Free"
"428","Z15.071.P","Inland","no","Z15.071.P","Inland",NA,NA,NA,NA,"Particle"
"429","Z15.072.F","Inland","no","Z15.072.F","Inland",NA,NA,NA,NA,"Free"
"430","Z15.072.P","Inland","no","Z15.072.P","Inland",NA,NA,NA,NA,"Particle"
"431","Z15.073.F","Inland","no","Z15.073.F","Inland",NA,NA,NA,NA,"Free"
"432","Z15.073.P","Inland","no","Z15.073.P","Inland",NA,NA,NA,NA,"Particle"
"433","Z15.074.F","Inland","no","Z15.074.F","Inland",NA,NA,NA,NA,"Free"
"434","Z15.074.P","Inland","no","Z15.074.P","Inland",NA,NA,NA,NA,"Particle"
"435","Z15.075.F","Inland","no","Z15.075.F","Inland",NA,NA,NA,NA,"Free"
"436","Z15.075.P","Inland","no","Z15.075.P","Inland",NA,NA,NA,NA,"Particle"
"437","Z15.076.F","Inland","no","Z15.076.F","Inland",NA,NA,NA,NA,"Free"
"438","Z15.076.P","Inland","no","Z15.076.P","Inland",NA,NA,NA,NA,"Particle"
"439","Z15.077.F","Inland","no","Z15.077.F","Inland",NA,NA,NA,NA,"Free"
"440","Z15.077.P","Inland","no","Z15.077.P","Inland",NA,NA,NA,NA,"Particle"
"441","Z15.078.F","Inland","no","Z15.078.F","Inland",NA,NA,NA,NA,"Free"
"442","Z15.078.P","Inland","no","Z15.078.P","Inland",NA,NA,NA,NA,"Particle"
"443","Z15.079.F","Inland","no","Z15.079.F","Inland",NA,NA,NA,NA,"Free"
"444","Z15.079.P","Inland","no","Z15.079.P","Inland",NA,NA,NA,NA,"Particle"
"445","Z15.080.F","Inland","no","Z15.080.F","Inland",NA,NA,NA,NA,"Free"
"446","Z15.080.P","Inland","no","Z15.080.P","Inland",NA,NA,NA,NA,"Particle"
"447","Z15.PBS1","Inland","yes","Z15.PBS1","Inland",NA,NA,NA,NA,NA
"448","Z15.PBS2","Inland","yes","Z15.PBS2","Inland",NA,NA,NA,NA,NA
"449","Sp12.BD.TB10SD","ThunderBay","no","Sp12.BD.TB10SD","Laurentian","TB10SD","Sp12","Huron","Top","Free"
"450","Sp12.BD.TB10SN","ThunderBay","no","Sp12.BD.TB10SN","Laurentian","TB10SN","Sp12","Huron","Top","Free"
"451","Sp12.BD.TB82DN","ThunderBay","no","Sp12.BD.TB82DN","Laurentian","TB82DN","Sp12","Huron","Deep","Free"
"452","Sp12.BD.TB82SN","ThunderBay","no","Sp12.BD.TB82SN","Laurentian","TB82SN","Sp12","Huron","Top","Free"
"453","Sp12.BcD.TB10SD","ThunderBay","no","Sp12.BcD.TB10SD","Laurentian","TB10SD","Sp12","Huron","Top","cFree"
"454","Sp12.BcD.TB10SN","ThunderBay","no","Sp12.BcD.TB10SN","Laurentian","TB10SN","Sp12","Huron","Top","cFree"
"455","Sp12.BcD.TB82DN","ThunderBay","no","Sp12.BcD.TB82DN","Laurentian","TB82DN","Sp12","Huron","Deep","cFree"
"456","Sp12.BcD.TB82SN","ThunderBay","no","Sp12.BcD.TB82SN","Laurentian","TB82SN","Sp12","Huron","Top","cFree"
"457","Sp12.ED.TB10SD","ThunderBay","no","Sp12.ED.TB10SD","Laurentian","TB10SD","Sp12","Huron","Top","Particle"
"458","Sp12.ED.TB10SN","ThunderBay","no","Sp12.ED.TB10SN","Laurentian","TB10SN","Sp12","Huron","Top","Particle"
"459","Sp12.ED.TB82DN","ThunderBay","no","Sp12.ED.TB82DN","Laurentian","TB82DN","Sp12","Huron","Deep","Particle"
"460","Sp12.ED.TB82SN","ThunderBay","no","Sp12.ED.TB82SN","Laurentian","TB82SN","Sp12","Huron","Top","Particle"
"461","Su12.BD.TB18DN","ThunderBay","no","Su12.BD.TB18DN","Laurentian","TB18DN","Su12","Huron","Deep","Free"
"462","Su12.BD.TB46SN","ThunderBay","no","Su12.BD.TB46SN","Laurentian","TB46SN","Su12","Huron","Top","Free"
"463","Su12.BcD.TB18DN","ThunderBay","no","Su12.BcD.TB18DN","Laurentian","TB18DN","Su12","Huron","Deep","cFree"
"464","Su12.BcD.TB46SN","ThunderBay","no","Su12.BcD.TB46SN","Laurentian","TB46SN","Su12","Huron","Top","cFree"
"465","Su12.BcD.TB82SN","ThunderBay","no","Su12.BcD.TB82SN","Laurentian","TB82SN","Su12","Huron","Top","cFree"
"466","Su12.ED.TB18DN","ThunderBay","no","Su12.ED.TB18DN","Laurentian","TB18DN","Su12","Huron","Deep","Particle"
"467","Su12.ED.TB46SN","ThunderBay","no","Su12.ED.TB46SN","Laurentian","TB46SN","Su12","Huron","Top","Particle"
"468","Su12.ED.TB82SN","ThunderBay","no","Su12.ED.TB82SN","Laurentian","TB82SN","Su12","Huron","Top","Particle"
"469","Mock4",NA,"yes",NA,NA,NA,NA,NA,NA,NA
"470","Mock_S96",NA,"yes",NA,NA,NA,NA,NA,NA,NA
"471","Mus.Control",NA,"yes",NA,NA,NA,NA,NA,NA,NA
"472","Negative4",NA,"yes",NA,NA,NA,NA,NA,NA,NA
"473","Sed.Control",NA,"yes",NA,NA,NA,NA,NA,NA,NA
"474","Water_S84",NA,"yes",NA,NA,NA,NA,NA,NA,NA
"475","mockA03032015",NA,"yes",NA,NA,NA,NA,NA,NA,NA
"476","mockB03032015",NA,"yes",NA,NA,NA,NA,NA,NA,NA
"477","mockC.05082015",NA,"yes",NA,NA,NA,NA,NA,NA,NA
"478","mockC03032015",NA,"yes",NA,NA,NA,NA,NA,NA,NA
"479","negA03032015",NA,"yes",NA,NA,NA,NA,NA,NA,NA
"480","negB03032015",NA,"yes",NA,NA,NA,NA,NA,NA,NA
"481","negC03032015",NA,"yes",NA,NA,NA,NA,NA,NA,NA
"482","waterD.05082015",NA,"yes",NA,NA,NA,NA,NA,NA,NA
